season,match_id,date,home_team,away_team,home_goals,away_goals,result,home_xg,away_xg,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_possession,away_possession,home_ppda,away_ppda,home_big_chances,away_big_chances,home_set_piece_xg,away_set_piece_xg,home_red_cards,away_red_cards,referee,stadium,attendance,source_name,source_url_or_page_title,source_timestamp,is_real_data,data_status,notes
2026-27,LALIGA2627_MW05_043_GetafeCF_RCDeportivo,2026-09-13,Getafe CF,RC Deportivo,1,1,draw,,,,,,,,,,,,,,,,,,Coliseum,,football-data.co.uk,,2026-09-16T07:27:26+00:00,True,completed,Locked by src/update_after_matchweek.py
2026-27,LALIGA2627_MW05_048_RealSociedad_AtléticodeMadrid,2026-09-13,Real Sociedad,Atlético de Madrid,0,3,away_win,,,,,,,,,,,,,,,,,,Anoeta,,football-data.co.uk,,2026-09-16T07:27:26+00:00,True,completed,Locked by src/update_after_matchweek.py
2026-27,LALIGA2627_MW05_050_VillarrealCF_RealBetis,2026-09-14,Villarreal CF,Real Betis,1,2,away_win,,,,,,,,,,,,,,,,,,Estadio de la Cerámica,,football-data.co.uk,,2026-09-16T07:27:26+00:00,True,completed,Locked by src/update_after_matchweek.py
2026-27,LALIGA2627_MW06_060_RealSociedad_CeltaVigo,2026-09-03,Real Sociedad,Celta Vigo,0,0,draw,,,,,,,,,,,,,,,,,,Anoeta,,fixturedownload.com,,2026-09-20T23:00:00+00:00,True,completed,Locked by src/update_after_matchweek.py
2026-27,LALIGA2627_MW06_059_RayoVallecano_RCDEspanyoldeBarcelona,2026-09-15,Rayo Vallecano,RCD Espanyol de Barcelona,2,1,home_win,,,,,,,,,,,,,,,,,,Estadio Ontime Butarque,,fixturedownload.com,,2026-09-20T23:00:00+00:00,True,completed,Locked by src/update_after_matchweek.py
2026-27,LALIGA2627_MW06_051_DeportivoAlavés_ValenciaCF,2026-09-15,Deportivo Alavés,Valencia CF,0,1,away_win,,,,,,,,,,,,,,,,,,Mendizorroza,,fixturedownload.com,,2026-09-20T23:00:00+00:00,True,completed,Locked by src/update_after_matchweek.py
2026-27,LALIGA2627_MW06_055_ElcheCF_RealMadrid,2026-09-15,Elche CF,Real Madrid,2,3,away_win,,,,,,,,,,,,,,,,,,Estadio Martínez Valero,,fixturedownload.com,,2026-09-20T23:00:00+00:00,True,completed,Locked by src/update_after_matchweek.py
2026-27,LALIGA2627_MW06_052_AtléticodeMadrid_CAOsasuna,2026-09-16,Atlético de Madrid,CA Osasuna,4,0,home_win,,,,,,,,,,,,,,,,,,Riyadh Air Metropolitano,,fixturedownload.com,,2026-09-20T23:00:00+00:00,True,completed,Locked by src/update_after_matchweek.py
2026-27,LALIGA2627_MW06_054_RCDeportivo_SevillaFC,2026-09-16,RC Deportivo,Sevilla FC,0,1,away_win,,,,,,,,,,,,,,,,,,Estadio ABANCA-RIAZOR,,fixturedownload.com,,2026-09-20T23:00:00+00:00,True,completed,Locked by src/update_after_matchweek.py
2026-27,LALIGA2627_MW06_056_FCBarcelona_R.RacingClub,2026-09-16,FC Barcelona,R. Racing Club,7,2,home_win,,,,,,,,,,,,,,,,,,Spotify Camp Nou,,fixturedownload.com,,2026-09-20T23:00:00+00:00,True,completed,Locked by src/update_after_matchweek.py
2026-27,LALIGA2627_MW06_053_RealBetis_GetafeCF,2026-09-17,Real Betis,Getafe CF,1,0,home_win,,,,,,,,,,,,,,,,,,Estadio Benito Villamarín,,fixturedownload.com,,2026-09-20T23:00:00+00:00,True,completed,Locked by src/update_after_matchweek.py
2026-27,LALIGA2627_MW06_058_MálagaCF_VillarrealCF,2026-09-17,Málaga CF,Villarreal CF,1,3,away_win,,,,,,,,,,,,,,,,,,La Rosaleda,,fixturedownload.com,,2026-09-20T23:00:00+00:00,True,completed,Locked by src/update_after_matchweek.py
