season,match_id,date,home_team,away_team,home_goals,away_goals,result,home_xg,away_xg,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_possession,away_possession,home_ppda,away_ppda,home_big_chances,away_big_chances,home_set_piece_xg,away_set_piece_xg,home_red_cards,away_red_cards,referee,stadium,attendance,source_name,source_url_or_page_title,source_timestamp,is_real_data,data_status,notes
2014-15,LIGUE1HIST_1415_049_Guingamp_Bordeaux,2014-09-14,Guingamp,Bordeaux,2,1,home_win,,,11,7,6,2,,,,,,,,,0,0,,,,football-data.co.uk,https://www.football-data.co.uk/mmz4281/1415/F1.csv,2026-09-16T20:27:13+00:00,True,completed,"Advanced metrics (xG, possession, PPDA, big_chances, set_piece_xg), stadium, and attendance are not published by football-data.co.uk and are intentionally left blank rather than estimated."
2014-15,LIGUE1HIST_1415_050_LOSCLille_Nantes,2014-09-14,LOSC Lille,Nantes,2,0,home_win,,,13,10,5,3,,,,,,,,,0,0,,,,football-data.co.uk,https://www.football-data.co.uk/mmz4281/1415/F1.csv,2026-09-16T20:27:13+00:00,True,completed,"Advanced metrics (xG, possession, PPDA, big_chances, set_piece_xg), stadium, and attendance are not published by football-data.co.uk and are intentionally left blank rather than estimated."
2014-15,LIGUE1HIST_1415_051_Bordeaux_EvianThononGaillard,2014-09-19,Bordeaux,Evian Thonon Gaillard,2,1,home_win,,,7,8,2,2,,,,,,,,,0,0,,,,football-data.co.uk,https://www.football-data.co.uk/mmz4281/1415/F1.csv,2026-09-16T20:27:13+00:00,True,completed,"Advanced metrics (xG, possession, PPDA, big_chances, set_piece_xg), stadium, and attendance are not published by football-data.co.uk and are intentionally left blank rather than estimated."
2014-15,LIGUE1HIST_1415_052_FCLorient_Reims,2014-09-20,FC Lorient,Reims,0,1,away_win,,,6,7,0,3,,,,,,,,,0,0,,,,football-data.co.uk,https://www.football-data.co.uk/mmz4281/1415/F1.csv,2026-09-16T20:27:13+00:00,True,completed,"Advanced metrics (xG, possession, PPDA, big_chances, set_piece_xg), stadium, and attendance are not published by football-data.co.uk and are intentionally left blank rather than estimated."
2014-15,LIGUE1HIST_1415_053_OlympiquedeMarseille_StadeRennaisFC,2014-09-20,Olympique de Marseille,Stade Rennais FC,3,0,home_win,,,16,13,7,5,,,,,,,,,0,0,,,,football-data.co.uk,https://www.football-data.co.uk/mmz4281/1415/F1.csv,2026-09-16T20:27:13+00:00,True,completed,"Advanced metrics (xG, possession, PPDA, big_chances, set_piece_xg), stadium, and attendance are not published by football-data.co.uk and are intentionally left blank rather than estimated."
2014-15,LIGUE1HIST_1415_054_Metz_Bastia,2014-09-20,Metz,Bastia,3,1,home_win,,,19,10,9,1,,,,,,,,,0,0,,,,football-data.co.uk,https://www.football-data.co.uk/mmz4281/1415/F1.csv,2026-09-16T20:27:13+00:00,True,completed,"Advanced metrics (xG, possession, PPDA, big_chances, set_piece_xg), stadium, and attendance are not published by football-data.co.uk and are intentionally left blank rather than estimated."
2014-15,LIGUE1HIST_1415_055_Nantes_OGCNice,2014-09-20,Nantes,OGC Nice,2,1,home_win,,,19,4,4,2,,,,,,,,,0,0,,,,football-data.co.uk,https://www.football-data.co.uk/mmz4281/1415/F1.csv,2026-09-16T20:27:13+00:00,True,completed,"Advanced metrics (xG, possession, PPDA, big_chances, set_piece_xg), stadium, and attendance are not published by football-data.co.uk and are intentionally left blank rather than estimated."
2014-15,LIGUE1HIST_1415_056_ToulouseFC_Caen,2014-09-20,Toulouse FC,Caen,3,3,draw,,,23,12,7,5,,,,,,,,,0,0,,,,football-data.co.uk,https://www.football-data.co.uk/mmz4281/1415/F1.csv,2026-09-16T20:27:13+00:00,True,completed,"Advanced metrics (xG, possession, PPDA, big_chances, set_piece_xg), stadium, and attendance are not published by football-data.co.uk and are intentionally left blank rather than estimated."
2014-15,LIGUE1HIST_1415_057_RCLens_StEtienne,2014-09-21,RC Lens,St Etienne,0,1,away_win,,,9,15,4,3,,,,,,,,,0,0,,,,football-data.co.uk,https://www.football-data.co.uk/mmz4281/1415/F1.csv,2026-09-16T20:27:13+00:00,True,completed,"Advanced metrics (xG, possession, PPDA, big_chances, set_piece_xg), stadium, and attendance are not published by football-data.co.uk and are intentionally left blank rather than estimated."
2014-15,LIGUE1HIST_1415_058_LOSCLille_Montpellier,2014-09-21,LOSC Lille,Montpellier,0,0,draw,,,13,5,2,0,,,,,,,,,0,0,,,,football-data.co.uk,https://www.football-data.co.uk/mmz4281/1415/F1.csv,2026-09-16T20:27:13+00:00,True,completed,"Advanced metrics (xG, possession, PPDA, big_chances, set_piece_xg), stadium, and attendance are not published by football-data.co.uk and are intentionally left blank rather than estimated."
2014-15,LIGUE1HIST_1415_059_ASMonaco_Guingamp,2014-09-21,AS Monaco,Guingamp,1,0,home_win,,,19,3,7,2,,,,,,,,,0,0,,,,football-data.co.uk,https://www.football-data.co.uk/mmz4281/1415/F1.csv,2026-09-16T20:27:13+00:00,True,completed,"Advanced metrics (xG, possession, PPDA, big_chances, set_piece_xg), stadium, and attendance are not published by football-data.co.uk and are intentionally left blank rather than estimated."
2014-15,LIGUE1HIST_1415_060_ParisSaint-Germain_OlympiqueLyonnais,2014-09-21,Paris Saint-Germain,Olympique Lyonnais,1,1,draw,,,12,9,3,5,,,,,,,,,0,0,,,,football-data.co.uk,https://www.football-data.co.uk/mmz4281/1415/F1.csv,2026-09-16T20:27:13+00:00,True,completed,"Advanced metrics (xG, possession, PPDA, big_chances, set_piece_xg), stadium, and attendance are not published by football-data.co.uk and are intentionally left blank rather than estimated."
