season,match_id,date,home_team,away_team,group,home_goals,away_goals,result,home_xg,away_xg,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_possession,away_possession,home_ppda,away_ppda,home_big_chances,away_big_chances,home_set_piece_xg,away_set_piece_xg,home_red_cards,away_red_cards,referee,stadium,attendance,source_name,source_url_or_page_title,source_timestamp,is_real_data,data_status,notes
2024-25,UNL2425_MD06_147_Bulgaria_Belarus,2024-11-18,Bulgaria,Belarus,Group C3,1,1,draw,,,,,,,,,,,,,,,,,,Natsionalen Stadion Vasil Levski,,fixturedownload.com,https://fixturedownload.com/feed/json/nations-league-2024,2026-09-20T23:17:25+00:00,True,completed,"Advanced metrics (xG, possession, PPDA, big_chances, set_piece_xg), referee, and attendance are not published by fixturedownload.com and are intentionally left blank rather than estimated."
2024-25,UNL2425_MD06_148_BosniaandHerzegovina_Netherlands,2024-11-19,Bosnia and Herzegovina,Netherlands,Group A3,1,1,draw,,,,,,,,,,,,,,,,,,Stadion Bilino Polje,,fixturedownload.com,https://fixturedownload.com/feed/json/nations-league-2024,2026-09-20T23:17:25+00:00,True,completed,"Advanced metrics (xG, possession, PPDA, big_chances, set_piece_xg), referee, and attendance are not published by fixturedownload.com and are intentionally left blank rather than estimated."
2024-25,UNL2425_MD06_149_Czechia_Georgia,2024-11-19,Czechia,Georgia,Group B1,2,1,home_win,,,,,,,,,,,,,,,,,,Andruv stadion,,fixturedownload.com,https://fixturedownload.com/feed/json/nations-league-2024,2026-09-20T23:17:25+00:00,True,completed,"Advanced metrics (xG, possession, PPDA, big_chances, set_piece_xg), referee, and attendance are not published by fixturedownload.com and are intentionally left blank rather than estimated."
2024-25,UNL2425_MD06_150_Slovakia_Estonia,2024-11-19,Slovakia,Estonia,Group C1,1,0,home_win,,,,,,,,,,,,,,,,,,Štadión Antona Malatinského,,fixturedownload.com,https://fixturedownload.com/feed/json/nations-league-2024,2026-09-20T23:17:25+00:00,True,completed,"Advanced metrics (xG, possession, PPDA, big_chances, set_piece_xg), referee, and attendance are not published by fixturedownload.com and are intentionally left blank rather than estimated."
2024-25,UNL2425_MD06_151_Malta_Andorra,2024-11-19,Malta,Andorra,Group D2,0,0,draw,,,,,,,,,,,,,,,,,,National Stadium,,fixturedownload.com,https://fixturedownload.com/feed/json/nations-league-2024,2026-09-20T23:17:25+00:00,True,completed,"Advanced metrics (xG, possession, PPDA, big_chances, set_piece_xg), referee, and attendance are not published by fixturedownload.com and are intentionally left blank rather than estimated."
2024-25,UNL2425_MD06_152_Montenegro_Türkiye,2024-11-19,Montenegro,Türkiye,Group B4,3,1,home_win,,,,,,,,,,,,,,,,,,City Stadium Nikšic,,fixturedownload.com,https://fixturedownload.com/feed/json/nations-league-2024,2026-09-20T23:17:25+00:00,True,completed,"Advanced metrics (xG, possession, PPDA, big_chances, set_piece_xg), referee, and attendance are not published by fixturedownload.com and are intentionally left blank rather than estimated."
2024-25,UNL2425_MD06_153_Hungary_Germany,2024-11-19,Hungary,Germany,Group A3,1,1,draw,,,,,,,,,,,,,,,,,,Puskás Aréna,,fixturedownload.com,https://fixturedownload.com/feed/json/nations-league-2024,2026-09-20T23:17:25+00:00,True,completed,"Advanced metrics (xG, possession, PPDA, big_chances, set_piece_xg), referee, and attendance are not published by fixturedownload.com and are intentionally left blank rather than estimated."
2024-25,UNL2425_MD06_154_Albania_Ukraine,2024-11-19,Albania,Ukraine,Group B1,1,2,away_win,,,,,,,,,,,,,,,,,,Arena Kombëtare,,fixturedownload.com,https://fixturedownload.com/feed/json/nations-league-2024,2026-09-20T23:17:25+00:00,True,completed,"Advanced metrics (xG, possession, PPDA, big_chances, set_piece_xg), referee, and attendance are not published by fixturedownload.com and are intentionally left blank rather than estimated."
2024-25,UNL2425_MD06_155_Wales_Iceland,2024-11-19,Wales,Iceland,Group B4,4,1,home_win,,,,,,,,,,,,,,,,,,Cardiff City Stadium,,fixturedownload.com,https://fixturedownload.com/feed/json/nations-league-2024,2026-09-20T23:17:25+00:00,True,completed,"Advanced metrics (xG, possession, PPDA, big_chances, set_piece_xg), referee, and attendance are not published by fixturedownload.com and are intentionally left blank rather than estimated."
2024-25,UNL2425_MD06_156_Sweden_Azerbaijan,2024-11-19,Sweden,Azerbaijan,Group C1,6,0,home_win,,,,,,,,,,,,,,,,,,Strawberry Arena,,fixturedownload.com,https://fixturedownload.com/feed/json/nations-league-2024,2026-09-20T23:17:25+00:00,True,completed,"Advanced metrics (xG, possession, PPDA, big_chances, set_piece_xg), referee, and attendance are not published by fixturedownload.com and are intentionally left blank rather than estimated."
2024-25,UNL2425_MD07_157_Netherlands_Spain,2025-03-20,Netherlands,Spain,,2,2,draw,,,,,,,,,,,,,,,,,,Stadion Feijenoord 'De Kuip',,fixturedownload.com,https://fixturedownload.com/feed/json/nations-league-2024,2026-09-20T23:17:25+00:00,True,completed,"Advanced metrics (xG, possession, PPDA, big_chances, set_piece_xg), referee, and attendance are not published by fixturedownload.com and are intentionally left blank rather than estimated."
2024-25,UNL2425_MD07_158_Croatia_France,2025-03-20,Croatia,France,,2,0,home_win,,,,,,,,,,,,,,,,,,Stadion Poljud,,fixturedownload.com,https://fixturedownload.com/feed/json/nations-league-2024,2026-09-20T23:17:25+00:00,True,completed,"Advanced metrics (xG, possession, PPDA, big_chances, set_piece_xg), referee, and attendance are not published by fixturedownload.com and are intentionally left blank rather than estimated."
2024-25,UNL2425_MD07_159_Denmark_Portugal,2025-03-20,Denmark,Portugal,,1,0,home_win,,,,,,,,,,,,,,,,,,Parken,,fixturedownload.com,https://fixturedownload.com/feed/json/nations-league-2024,2026-09-20T23:17:25+00:00,True,completed,"Advanced metrics (xG, possession, PPDA, big_chances, set_piece_xg), referee, and attendance are not published by fixturedownload.com and are intentionally left blank rather than estimated."
2024-25,UNL2425_MD07_160_Italy_Germany,2025-03-20,Italy,Germany,,1,2,away_win,,,,,,,,,,,,,,,,,,Stadio San Siro,,fixturedownload.com,https://fixturedownload.com/feed/json/nations-league-2024,2026-09-20T23:17:25+00:00,True,completed,"Advanced metrics (xG, possession, PPDA, big_chances, set_piece_xg), referee, and attendance are not published by fixturedownload.com and are intentionally left blank rather than estimated."
2024-25,UNL2425_MD08_161_Spain_Netherlands,2025-03-23,Spain,Netherlands,,3,3,draw,,,,,,,,,,,,,,,,,,Camp de Mestalla,,fixturedownload.com,https://fixturedownload.com/feed/json/nations-league-2024,2026-09-20T23:17:25+00:00,True,completed,"Advanced metrics (xG, possession, PPDA, big_chances, set_piece_xg), referee, and attendance are not published by fixturedownload.com and are intentionally left blank rather than estimated."
2024-25,UNL2425_MD08_162_France_Croatia,2025-03-23,France,Croatia,,2,0,home_win,,,,,,,,,,,,,,,,,,Stade de France,,fixturedownload.com,https://fixturedownload.com/feed/json/nations-league-2024,2026-09-20T23:17:25+00:00,True,completed,"Advanced metrics (xG, possession, PPDA, big_chances, set_piece_xg), referee, and attendance are not published by fixturedownload.com and are intentionally left blank rather than estimated."
2024-25,UNL2425_MD08_163_Portugal_Denmark,2025-03-23,Portugal,Denmark,,5,2,home_win,,,,,,,,,,,,,,,,,,Estádio José Alvalade,,fixturedownload.com,https://fixturedownload.com/feed/json/nations-league-2024,2026-09-20T23:17:25+00:00,True,completed,"Advanced metrics (xG, possession, PPDA, big_chances, set_piece_xg), referee, and attendance are not published by fixturedownload.com and are intentionally left blank rather than estimated."
2024-25,UNL2425_MD08_164_Germany_Italy,2025-03-23,Germany,Italy,,3,3,draw,,,,,,,,,,,,,,,,,,BVB Stadion Dortmund,,fixturedownload.com,https://fixturedownload.com/feed/json/nations-league-2024,2026-09-20T23:17:25+00:00,True,completed,"Advanced metrics (xG, possession, PPDA, big_chances, set_piece_xg), referee, and attendance are not published by fixturedownload.com and are intentionally left blank rather than estimated."
2024-25,UNL2425_MD09_165_Germany_Portugal,2025-06-04,Germany,Portugal,,1,2,away_win,,,,,,,,,,,,,,,,,,Fußball Arena München,,fixturedownload.com,https://fixturedownload.com/feed/json/nations-league-2024,2026-09-20T23:17:25+00:00,True,completed,"Advanced metrics (xG, possession, PPDA, big_chances, set_piece_xg), referee, and attendance are not published by fixturedownload.com and are intentionally left blank rather than estimated."
2024-25,UNL2425_MD09_166_Spain_France,2025-06-05,Spain,France,,5,4,home_win,,,,,,,,,,,,,,,,,,Arena Stuttgart,,fixturedownload.com,https://fixturedownload.com/feed/json/nations-league-2024,2026-09-20T23:17:25+00:00,True,completed,"Advanced metrics (xG, possession, PPDA, big_chances, set_piece_xg), referee, and attendance are not published by fixturedownload.com and are intentionally left blank rather than estimated."
2024-25,UNL2425_MD10_167_Germany_France,2025-06-08,Germany,France,,0,2,away_win,,,,,,,,,,,,,,,,,,Arena Stuttgart,,fixturedownload.com,https://fixturedownload.com/feed/json/nations-league-2024,2026-09-20T23:17:25+00:00,True,completed,"Advanced metrics (xG, possession, PPDA, big_chances, set_piece_xg), referee, and attendance are not published by fixturedownload.com and are intentionally left blank rather than estimated."
2024-25,UNL2425_MD10_168_Portugal_Spain,2025-06-08,Portugal,Spain,,2,2,draw,,,,,,,,,,,,,,,,,,Fußball Arena München,,fixturedownload.com,https://fixturedownload.com/feed/json/nations-league-2024,2026-09-20T23:17:25+00:00,True,completed,"Advanced metrics (xG, possession, PPDA, big_chances, set_piece_xg), referee, and attendance are not published by fixturedownload.com and are intentionally left blank rather than estimated."
